person_id_random,nLoans,loanStartDates,loanPaidDates,currentDate
2516578297,2,2015-07-15;2015-07-25,2015-07-22;2015-07-31,2015-08-19
9566466816,3,2015-06-22;2015-07-02;2015-08-18,2015-07-02;2015-08-18,2015-08-19
4050513050,2,2015-03-17;2015-03-31,2015-03-30,2015-08-19
5495666685,4,2015-04-01;2015-04-27;2015-05-30;2015-07-17,2015-04-21;2015-05-28;2015-06-20;2015-08-19,2015-08-19
7278699629,1,2015-04-19,,2015-08-19
5523890760,1,2015-05-30,,2015-08-19
1707284761,1,2015-07-12,,2015-08-19
4078124092,3,2015-07-13;2015-07-28;2015-08-08,2015-07-28;2015-08-08,2015-08-19
1464733109,4,2015-07-15;2015-07-24;2015-08-08;2015-08-15,2015-07-24;2015-08-08;2015-08-15,2015-08-19
1174725935,1,2015-07-28,2015-08-18,2015-08-19
4105742558,2,2014-07-06;2014-08-08,2014-07-24,2015-08-19
7875034267,6,2015-04-10;2015-04-10;2015-04-25;2015-05-17;2015-06-25;2015-08-05,2015-04-10;2015-04-25;2015-05-17;2015-06-23;2015-08-05,2015-08-19
4336726880,2,2015-06-03;2015-06-16,2015-06-16,2015-08-19
5517830861,5,2015-06-02;2015-06-08;2015-06-11;2015-06-27;2015-07-10,2015-06-08;2015-06-10;2015-06-27;2015-07-10,2015-08-19
2455988976,8,2015-05-22;2015-05-29;2015-06-03;2015-06-10;2015-06-25;2015-07-07;2015-07-31;2015-08-12,2015-05-26;2015-06-02;2015-06-09;2015-06-17;2015-07-02;2015-07-29;2015-08-09,2015-08-19
1649825327,2,2015-07-23;2015-07-30,2015-07-29,2015-08-19
2647495124,1,2015-06-27,,2015-08-19
7907830040,2,2015-07-16;2015-08-06,2015-08-01,2015-08-19
1810141165,1,2015-07-27,,2015-08-19
5626937841,2,2015-07-11;2015-07-19,2015-07-18,2015-08-19
7312055154,3,2015-07-24;2015-08-10;2015-08-17,2015-08-02;2015-08-11,2015-08-19
7573861449,2,2015-02-06;2015-03-05,2015-02-27;2015-03-27,2015-08-19
4473052530,1,2015-07-28,,2015-08-19
7589645523,1,2015-07-24,2015-07-31,2015-08-19
9386396081,4,2015-06-26;2015-07-07;2015-07-13;2015-07-30,2015-07-07;2015-07-13;2015-07-29,2015-08-19
6461406501,1,2014-11-04,,2015-08-19
3341030922,3,2015-07-24;2015-08-12;2015-08-17,2015-08-12;2015-08-16,2015-08-19
8098697604,3,2015-04-10;2015-06-23;2015-07-04,2015-06-22;2015-07-04,2015-08-19
5555593102,9,2015-05-06;2015-05-21;2015-05-29;2015-06-12;2015-06-19;2015-06-30;2015-07-17;2015-07-30;2015-08-12,2015-05-21;2015-05-29;2015-06-12;2015-06-19;2015-06-30;2015-07-17;2015-07-30;2015-08-12,2015-08-19
4578202269,4,2015-05-11;2015-05-25;2015-06-26;2015-07-24,2015-05-20;2015-06-17;2015-07-19;2015-08-15,2015-08-19
1983538252,16,2014-08-30;2014-09-17;2014-10-02;2014-10-13;2014-10-28;2014-11-12;2014-11-24;2014-12-10;2014-12-25;2015-01-09;2015-01-25;2015-02-09;2015-03-03;2015-03-23;2015-04-09;2015-06-02,2014-09-17;2014-10-02;2014-10-13;2014-10-28;2014-11-12;2014-11-24;2014-12-10;2014-12-24;2015-01-09;2015-01-24;2015-02-09;2015-03-03;2015-03-23;2015-04-09;2015-06-02,2015-08-19
1361970426,7,2015-05-12;2015-05-19;2015-05-19;2015-05-21;2015-05-25;2015-06-04;2015-06-16,2015-05-19;2015-05-19;2015-05-21;2015-05-25;2015-06-03;2015-06-16,2015-08-19
3913744037,3,2015-06-05;2015-06-11;2015-06-19,2015-06-10;2015-06-18,2015-08-19
6972053524,1,2015-07-27,,2015-08-19
5579357593,1,2015-07-24,,2015-08-19
6059655032,4,2015-07-22;2015-07-29;2015-07-30;2015-08-06,2015-07-29;2015-07-30;2015-08-06,2015-08-19
2515000128,4,2014-09-19;2014-10-02;2014-10-13;2014-11-04,2014-10-02;2014-10-13;2014-11-04,2015-08-19
4421733789,1,2014-08-07,,2015-08-19
7659385387,5,2015-03-29;2015-04-01;2015-04-08;2015-06-05;2015-07-02,2015-04-01;2015-04-06;2015-06-05;2015-07-02,2015-08-19
6680195461,1,2015-04-09,,2015-08-19
9821765598,5,2014-11-28;2014-12-18;2015-01-04;2015-01-19;2015-02-07,2014-12-17;2015-01-03;2015-01-18;2015-02-06,2015-08-19
8845067238,32,2014-10-02;2014-10-16;2014-11-03;2014-11-16;2014-12-06;2015-01-05;2015-01-13;2015-01-28;2015-02-06;2015-02-17;2015-02-26;2015-03-07;2015-03-18;2015-03-26;2015-03-31;2015-04-09;2015-04-15;2015-04-22;2015-04-30;2015-05-08;2015-05-16;2015-05-24;2015-06-02;2015-06-11;2015-06-18;2015-07-01;2015-07-09;2015-07-17;2015-07-25;2015-07-31;2015-08-13;2015-08-15,2014-10-15;2014-11-03;2014-11-16;2014-11-28;2014-12-17;2015-01-12;2015-01-28;2015-02-05;2015-02-16;2015-02-26;2015-03-06;2015-03-16;2015-03-26;2015-03-31;2015-04-08;2015-04-15;2015-04-22;2015-04-29;2015-05-08;2015-05-15;2015-05-24;2015-06-02;2015-06-10;2015-06-17;2015-07-01;2015-07-08;2015-07-16;2015-07-25;2015-07-31;2015-08-08;2015-08-15,2015-08-19
1048099395,1,2015-04-01,,2015-08-19
6851045436,2,2015-06-24;2015-07-28,2015-07-14;2015-08-18,2015-08-19
6551180719,1,2014-06-10,,2015-08-19
3577835738,1,2014-08-15,,2015-08-19
3427309387,3,2015-04-10;2015-04-14;2015-05-19,2015-04-14;2015-05-19,2015-08-19
2990471607,2,2015-07-26;2015-08-17,2015-08-17,2015-08-19
4712104880,1,2015-06-24,,2015-08-19
4498792920,1,2015-03-11,,2015-08-19
7232432889,1,2015-07-23,2015-08-07,2015-08-19
2830334836,18,2014-08-23;2014-09-12;2014-10-07;2014-10-29;2014-11-23;2014-12-10;2014-12-28;2015-01-15;2015-02-02;2015-02-16;2015-03-10;2015-04-02;2015-04-23;2015-05-11;2015-06-04;2015-06-26;2015-07-20;2015-08-04,2014-09-11;2014-10-04;2014-10-29;2014-11-19;2014-12-10;2014-12-28;2015-01-14;2015-02-02;2015-02-16;2015-03-09;2015-04-02;2015-04-22;2015-05-07;2015-06-01;2015-06-26;2015-07-20;2015-08-04,2015-08-19
1910843118,2,2015-04-14;2015-05-19,2015-05-19,2015-08-19
5445931408,3,2015-03-28;2015-03-29;2015-03-30,2015-03-29;2015-03-29,2015-08-19
7333394289,4,2015-05-21;2015-05-31;2015-06-21;2015-07-10,2015-05-30;2015-06-20;2015-07-09,2015-08-19
5695084415,3,2015-06-06;2015-06-11;2015-06-24,2015-06-11;2015-06-24,2015-08-19
3940996743,4,2015-06-24;2015-07-12;2015-07-20;2015-07-29,2015-07-11;2015-07-19;2015-07-29,2015-08-19
4497326671,1,2015-06-07,2015-06-30,2015-08-19
6371585770,1,2015-05-08,,2015-08-19
3535424654,1,2015-03-26,,2015-08-19
7526661511,3,2015-07-20;2015-08-01;2015-08-16,2015-07-30;2015-08-15,2015-08-19
8239972608,4,2015-06-18;2015-06-22;2015-07-02;2015-07-11,2015-06-22;2015-07-02;2015-07-11,2015-08-19
8812837743,8,2015-03-27;2015-04-15;2015-04-30;2015-05-25;2015-06-06;2015-06-28;2015-07-08;2015-08-08,2015-04-15;2015-04-30;2015-05-06;2015-06-06;2015-06-27;2015-07-08;2015-07-28;2015-08-14,2015-08-19
3902245778,4,2015-06-30;2015-07-14;2015-07-19;2015-07-28,2015-07-14;2015-07-19;2015-07-28,2015-08-19
8887062843,17,2015-03-28;2015-04-01;2015-04-08;2015-04-14;2015-04-21;2015-04-30;2015-05-07;2015-05-16;2015-05-25;2015-06-02;2015-06-10;2015-06-19;2015-06-28;2015-07-08;2015-07-23;2015-08-06;2015-08-19,2015-04-01;2015-04-08;2015-04-14;2015-04-21;2015-04-28;2015-05-07;2015-05-14;2015-05-21;2015-06-02;2015-06-10;2015-06-18;2015-06-25;2015-07-08;2015-07-23;2015-08-18,2015-08-19
3298734294,2,2015-06-05;2015-06-29,2015-06-27;2015-07-29,2015-08-19
5340508208,9,2015-05-08;2015-05-13;2015-05-20;2015-06-08;2015-06-17;2015-07-08;2015-07-28;2015-08-01;2015-08-01,2015-05-13;2015-05-18;2015-06-08;2015-06-17;2015-07-08;2015-07-28;2015-07-31,2015-08-19
8521033508,4,2014-05-22;2014-06-03;2014-06-18;2014-10-14,2014-06-03;2014-06-18;2014-07-03,2015-08-19
7936361384,3,2015-05-25;2015-06-10;2015-07-03,2015-06-09;2015-07-03,2015-08-19
5709904884,3,2015-06-15;2015-06-20;2015-06-22,2015-06-20;2015-06-22,2015-08-19
9516909367,1,2014-11-28,,2015-08-19
3030876671,1,2015-06-21,,2015-08-19
1023186466,3,2015-02-17;2015-04-13;2015-05-05,2015-04-08;2015-05-05,2015-08-19
7777626093,1,2014-07-29,,2015-08-19
5309412184,1,2014-10-22,,2015-08-19
5755633864,1,2015-07-18,,2015-08-19
5585643436,1,2014-05-04,2014-05-23,2015-08-19
6488838004,5,2015-04-01;2015-04-14;2015-05-04;2015-05-28;2015-06-23,2015-04-13;2015-05-04;2015-05-28;2015-06-23,2015-08-19
8485736177,1,2015-02-18,,2015-08-19
2003490834,3,2015-06-25;2015-07-17;2015-08-07,2015-07-16;2015-08-07,2015-08-19
3757970868,1,2014-06-03,,2015-08-19
1975138991,3,2015-06-02;2015-07-17;2015-08-06,2015-07-11;2015-08-06,2015-08-19
6133370972,7,2014-08-12;2014-09-04;2014-09-26;2014-10-15;2014-11-01;2014-11-26;2014-12-16,2014-09-02;2014-09-25;2014-10-15;2014-10-31;2014-11-23;2014-12-16,2015-08-19
8931300972,4,2015-03-26;2015-04-07;2015-04-28;2015-05-25,2015-04-07;2015-04-28;2015-05-25,2015-08-19
1798185475,1,2015-03-26,,2015-08-19
7102879153,1,2015-04-01,,2015-08-19
5941788941,1,2015-06-20,,2015-08-19
1546979501,9,2015-04-09;2015-04-23;2015-05-07;2015-05-26;2015-06-11;2015-06-25;2015-07-18;2015-07-25;2015-08-15,2015-04-22;2015-05-07;2015-05-26;2015-06-09;2015-06-25;2015-07-16;2015-07-25;2015-08-15,2015-08-19
8634797091,7,2015-05-28;2015-06-04;2015-06-26;2015-07-06;2015-07-20;2015-07-23;2015-08-18,2015-06-04;2015-06-25;2015-06-30;2015-07-20;2015-07-22;2015-07-30,2015-08-19
4587521056,4,2015-07-21;2015-07-27;2015-08-04;2015-08-13,2015-07-27;2015-08-04;2015-08-13,2015-08-19
8143481783,1,2015-03-28,,2015-08-19
5371237857,4,2015-05-20;2015-06-03;2015-07-01;2015-07-28,2015-06-03;2015-06-25;2015-07-28,2015-08-19
5381855882,2,2015-05-22;2015-06-13,2015-06-12;2015-06-30,2015-08-19
7823111794,5,2015-07-16;2015-07-25;2015-08-01;2015-08-08;2015-08-15,2015-07-21;2015-08-01;2015-08-08;2015-08-15,2015-08-19
4950043625,1,2014-07-21,,2015-08-19
3985669270,3,2015-05-24;2015-07-06;2015-08-05,2015-06-14;2015-07-27,2015-08-19
6366858080,1,2015-05-08,,2015-08-19
3631351360,4,2015-04-12;2015-05-08;2015-05-28;2015-06-23,2015-05-04;2015-05-26;2015-06-23,2015-08-19
3899747029,3,2015-06-23;2015-06-30;2015-07-06,2015-06-30;2015-07-05,2015-08-19
2876643470,1,2015-01-29,,2015-08-19
9789281998,9,2015-01-12;2015-02-03;2015-02-26;2015-03-25;2015-04-11;2015-05-05;2015-05-29;2015-06-30;2015-07-22,2015-02-02;2015-02-10;2015-03-19;2015-04-11;2015-04-21;2015-05-25;2015-06-05;2015-07-21;2015-08-09,2015-08-19
1800018025,4,2015-06-19;2015-07-03;2015-07-16;2015-08-07,2015-07-03;2015-07-16;2015-08-06,2015-08-19
1586610549,7,2015-05-28;2015-06-13;2015-06-20;2015-06-27;2015-07-03;2015-07-03;2015-07-15,2015-06-13;2015-06-20;2015-06-27;2015-07-03;2015-07-03;2015-07-15,2015-08-19
1283470047,4,2015-05-21;2015-06-08;2015-07-09;2015-08-04,2015-06-07;2015-06-29;2015-07-30,2015-08-19
2048939339,2,2015-02-26;2015-03-20,2015-03-20,2015-08-19
6053141354,1,2015-06-21,2015-08-19,2015-08-19
9229511691,1,2014-11-29,,2015-08-19
6374108329,1,2015-03-28,2015-04-18,2015-08-19
4017268696,2,2014-05-03;2015-08-10,2014-06-14,2015-08-19
4350866554,3,2015-06-06;2015-06-13;2015-07-01,2015-06-13;2015-07-01,2015-08-19
1181013496,10,2015-04-02;2015-04-09;2015-04-15;2015-04-22;2015-04-30;2015-05-07;2015-05-14;2015-05-20;2015-05-27;2015-06-03,2015-04-09;2015-04-15;2015-04-22;2015-04-29;2015-05-07;2015-05-14;2015-05-20;2015-05-27;2015-06-03,2015-08-19
1647229846,6,2015-04-24;2015-05-10;2015-05-31;2015-06-18;2015-07-06;2015-08-01,2015-05-09;2015-05-31;2015-06-17;2015-07-06;2015-07-27,2015-08-19
6127043037,2,2015-06-19;2015-07-21,2015-07-09;2015-08-09,2015-08-19
9317300927,1,2015-07-16,,2015-08-19
3388645937,2,2015-06-17;2015-07-11,2015-07-08;2015-08-10,2015-08-19
6887884618,4,2015-01-14;2015-02-05;2015-03-05;2015-04-07,2015-02-04;2015-02-26;2015-03-26,2015-08-19
1096962239,1,2014-07-19,,2015-08-19
3260671459,1,2015-03-20,,2015-08-19
2063379792,6,2014-08-13;2014-11-08;2014-11-30;2015-01-31;2015-03-31;2015-06-06,2014-10-08;2014-11-17;2015-01-28;2015-03-05;2015-05-21,2015-08-19
2381042959,15,2014-08-07;2014-12-02;2014-12-24;2015-01-09;2015-01-28;2015-02-10;2015-03-07;2015-03-29;2015-04-08;2015-04-30;2015-05-20;2015-06-05;2015-06-12;2015-06-23;2015-07-08,2014-08-29;2014-12-23;2015-01-01;2015-01-21;2015-02-09;2015-03-06;2015-03-28;2015-04-08;2015-04-29;2015-05-20;2015-06-05;2015-06-12;2015-06-23;2015-07-08,2015-08-19
5527448981,1,2015-06-02,2015-06-23,2015-08-19
9467238896,2,2015-03-29;2015-04-13,2015-04-13,2015-08-19
9972724218,7,2015-05-02;2015-05-16;2015-06-02;2015-06-12;2015-06-21;2015-07-05;2015-07-28,2015-05-14;2015-06-02;2015-06-12;2015-06-21;2015-07-02;2015-07-24,2015-08-19
6240051417,1,2015-03-31,,2015-08-19
7079410217,3,2015-06-25;2015-07-13;2015-07-31,2015-07-13;2015-07-31,2015-08-19
9308939887,6,2015-02-08;2015-03-09;2015-04-30;2015-05-24;2015-06-28;2015-07-28,2015-03-01;2015-03-30;2015-05-21;2015-06-14;2015-07-17;2015-08-18,2015-08-19
1512042465,1,2015-04-14,,2015-08-19
6490017335,1,2015-07-27,,2015-08-19
7540101434,2,2014-07-16;2014-10-31,2014-08-03,2015-08-19
7152353641,3,2014-09-20;2014-11-14;2014-11-28,2014-10-05;2014-11-28,2015-08-19
6149299222,1,2014-12-11,,2015-08-19
5080754334,3,2015-06-09;2015-07-10;2015-08-09,2015-06-30;2015-07-30,2015-08-19
5647000446,17,2014-10-22;2014-10-30;2014-11-17;2014-12-01;2014-12-26;2015-01-10;2015-02-09;2015-03-08;2015-03-13;2015-03-20;2015-04-08;2015-05-23;2015-05-29;2015-06-10;2015-06-27;2015-07-08;2015-07-12,2014-10-29;2014-11-13;2014-12-01;2014-12-24;2015-01-10;2015-02-06;2015-03-08;2015-03-13;2015-03-20;2015-04-08;2015-05-23;2015-05-29;2015-06-10;2015-06-27;2015-07-08;2015-07-12,2015-08-19
1315659637,1,2015-05-01,,2015-08-19
9553513134,1,2014-09-15,,2015-08-19
2534163140,3,2015-06-27;2015-07-25;2015-08-19,2015-07-25;2015-08-19,2015-08-19
5534019509,14,2014-08-31;2014-10-22;2014-11-12;2014-12-06;2014-12-24;2015-01-16;2015-02-13;2015-03-17;2015-04-08;2015-04-28;2015-06-15;2015-07-06;2015-08-05;2015-08-15,2014-09-17;2014-11-11;2014-12-02;2014-12-24;2015-01-14;2015-02-05;2015-03-03;2015-04-03;2015-04-28;2015-06-08;2015-07-06;2015-08-04;2015-08-15,2015-08-19
4202412536,3,2015-07-27;2015-08-04;2015-08-09,2015-08-04;2015-08-08,2015-08-19
7469550321,2,2015-06-25;2015-08-11,2015-07-13,2015-08-19
3967732927,1,2014-05-21,,2015-08-19
7814589083,9,2015-05-11;2015-05-26;2015-06-03;2015-06-06;2015-06-18;2015-07-09;2015-07-18;2015-07-28;2015-08-11,2015-05-26;2015-06-03;2015-06-06;2015-06-18;2015-07-09;2015-07-18;2015-07-27;2015-08-11,2015-08-19
1959560917,2,2015-05-25;2015-06-08,2015-06-08,2015-08-19
9757571386,4,2015-05-21;2015-05-31;2015-06-25;2015-08-16,2015-05-29;2015-06-21;2015-08-15,2015-08-19
7801042321,4,2014-08-09;2014-08-29;2014-09-14;2014-10-03,2014-08-29;2014-09-13;2014-10-03,2015-08-19
3555490492,1,2015-01-28,,2015-08-19
9896789006,1,2014-12-20,,2015-08-19
7867185883,1,2015-03-10,,2015-08-19
4966440067,1,2014-07-28,,2015-08-19
7234829584,1,2014-08-20,,2015-08-19
4178348652,3,2015-07-20;2015-07-30;2015-08-19,2015-07-27;2015-08-19,2015-08-19
7664147584,11,2014-09-23;2014-10-02;2014-10-08;2014-10-18;2014-11-06;2014-11-23;2014-12-11;2014-12-26;2015-01-11;2015-01-18;2015-01-27,2014-10-02;2014-10-08;2014-10-18;2014-10-25;2014-11-13;2014-12-04;2014-12-26;2015-01-11;2015-01-18;2015-01-26,2015-08-19
9465714466,3,2015-03-30;2015-04-01;2015-05-06,2015-04-01;2015-05-04,2015-08-19
3753586759,1,2014-12-06,,2015-08-19
4883399518,2,2015-04-02;2015-04-03,2015-04-03,2015-08-19
1482204423,1,2014-07-13,,2015-08-19
9442171425,2,2015-06-04;2015-06-18,2015-06-16,2015-08-19
1957977001,1,2014-08-25,,2015-08-19
1909028856,7,2015-04-14;2015-04-22;2015-05-19;2015-05-19;2015-06-05;2015-07-06;2015-07-15,2015-04-15;2015-05-15;2015-05-19;2015-05-29;2015-07-01;2015-07-15,2015-08-19
8600102728,2,2015-07-04;2015-07-15,2015-07-15,2015-08-19
6025279345,2,2015-03-24;2015-05-16,2015-04-09;2015-06-26,2015-08-19
3391915571,6,2015-05-22;2015-06-02;2015-06-16;2015-06-29;2015-07-15;2015-07-31,2015-05-28;2015-06-16;2015-06-19;2015-07-15;2015-07-28,2015-08-19
8751507835,1,2014-11-03,,2015-08-19
7546148851,7,2015-05-13;2015-06-06;2015-06-20;2015-07-06;2015-07-18;2015-08-02;2015-08-13,2015-06-03;2015-06-20;2015-07-05;2015-07-18;2015-08-01;2015-08-10,2015-08-19
5339810676,3,2015-07-11;2015-07-14;2015-08-01,2015-07-14;2015-07-31,2015-08-19
1584290807,2,2015-03-08;2015-04-01,2015-03-29,2015-08-19
3620626456,1,2014-05-27,,2015-08-19
7377428334,5,2015-04-26;2015-05-30;2015-06-24;2015-07-22;2015-08-11,2015-05-17;2015-06-19;2015-07-20;2015-08-11,2015-08-19
9583895012,3,2015-07-19;2015-07-30;2015-08-06,2015-07-30;2015-08-06,2015-08-19
7222539877,3,2015-04-16;2015-04-29;2015-05-06,2015-04-28;2015-05-05,2015-08-19
6525704875,2,2014-10-22;2014-12-14,2014-11-17,2015-08-19
4656510627,1,2015-03-29,,2015-08-19
8296490133,1,2014-08-29,,2015-08-19
7425803316,3,2015-06-02;2015-06-24;2015-07-07,2015-06-23;2015-07-07,2015-08-19
3929235228,1,2014-07-22,2014-08-12,2015-08-19
6013334660,3,2015-05-22;2015-06-01;2015-07-17,2015-06-01;2015-07-08,2015-08-19
3937976240,3,2015-07-10;2015-08-02;2015-08-11,2015-07-29;2015-08-08;2015-08-18,2015-08-19
6774434683,1,2015-02-07,,2015-08-19
9019460943,6,2015-03-24;2015-04-15;2015-04-29;2015-05-15;2015-05-31;2015-06-30,2015-03-31;2015-04-28;2015-05-12;2015-05-31;2015-06-30,2015-08-19
1459514671,1,2014-10-01,,2015-08-19
2610695629,5,2015-06-11;2015-06-19;2015-06-25;2015-07-03;2015-07-10,2015-06-19;2015-06-25;2015-07-02;2015-07-10,2015-08-19
8519412104,7,2015-04-14;2015-05-06;2015-05-21;2015-06-06;2015-06-24;2015-07-11;2015-07-31,2015-05-05;2015-05-21;2015-06-06;2015-06-24;2015-07-11;2015-07-31,2015-08-19
8880381815,4,2015-06-04;2015-06-30;2015-07-10;2015-07-29,2015-06-23;2015-07-10;2015-07-29,2015-08-19
3276893093,5,2015-06-22;2015-06-29;2015-07-02;2015-07-13;2015-08-03,2015-06-29;2015-07-02;2015-07-13;2015-08-03,2015-08-19
7337409978,3,2015-04-02;2015-04-22;2015-05-12,2015-04-20;2015-05-11,2015-08-19
2524200246,5,2014-08-01;2014-08-20;2014-09-11;2014-10-02;2014-10-29,2014-08-20;2014-09-10;2014-10-02;2014-10-29,2015-08-19
2956620293,1,2015-05-26,,2015-08-19
6834166012,1,2015-03-06,,2015-08-19
8449258035,9,2014-05-02;2014-05-22;2014-06-12;2014-07-03;2014-07-24;2015-06-20;2015-07-08;2015-07-14;2015-08-05,2014-05-22;2014-06-12;2014-07-03;2014-07-24;2014-08-24;2015-07-08;2015-07-14,2015-08-19
1341618714,1,2014-05-08,,2015-08-19
2487119472,4,2015-03-24;2015-04-13;2015-05-11;2015-06-04,2015-04-13;2015-05-04;2015-06-02,2015-08-19
6690203041,1,2015-02-20,,2015-08-19
3263728602,3,2015-04-03;2015-05-02;2015-05-21,2015-04-17;2015-05-21,2015-08-19
7284641061,9,2014-08-21;2014-11-18;2014-12-06;2015-01-02;2015-02-16;2015-03-08;2015-03-18;2015-04-10;2015-04-15,2014-09-25;2014-11-28;2014-12-20;2015-02-04;2015-03-01;2015-03-18;2015-04-01;2015-04-15,2015-08-19
2001759865,3,2015-05-01;2015-06-02;2015-06-15,2015-06-02;2015-06-15,2015-08-19
5958277187,1,2015-04-16,2015-05-09,2015-08-19
5955541479,7,2015-03-06;2015-03-26;2015-04-09;2015-05-04;2015-06-09;2015-07-06;2015-08-08,2015-03-26;2015-04-09;2015-04-30;2015-06-05;2015-07-03;2015-08-06,2015-08-19
7780990687,1,2014-07-16,,2015-08-19
3413480258,1,2015-02-18,,2015-08-19
2172723080,3,2015-06-22;2015-07-21;2015-08-15,2015-07-20,2015-08-19
5275535713,9,2015-03-31;2015-04-14;2015-04-23;2015-05-02;2015-05-17;2015-05-31;2015-06-13;2015-07-01;2015-07-23,2015-04-14;2015-04-23;2015-05-02;2015-05-16;2015-05-31;2015-06-13;2015-07-01;2015-07-22,2015-08-19
2257223953,6,2015-06-03;2015-06-20;2015-06-22;2015-06-29;2015-07-14;2015-08-03,2015-06-20;2015-06-22;2015-06-29;2015-07-14;2015-08-03,2015-08-19
2673538543,14,2014-08-11;2014-09-04;2014-09-17;2014-09-27;2014-10-02;2014-10-08;2014-10-19;2014-11-05;2014-11-23;2014-12-20;2015-01-11;2015-02-05;2015-03-04;2015-05-01,2014-08-29;2014-09-16;2014-09-26;2014-10-02;2014-10-08;2014-10-18;2014-11-04;2014-11-21;2014-12-19;2015-01-10;2015-02-04;2015-03-04;2015-05-01,2015-08-19
6130454619,14,2014-08-30;2014-10-04;2014-10-18;2014-11-12;2014-12-27;2015-02-27;2015-03-04;2015-03-08;2015-03-11;2015-03-13;2015-03-27;2015-03-31;2015-04-10;2015-06-19,2014-09-28;2014-10-17;2014-11-03;2014-12-27;2015-02-27;2015-03-04;2015-03-08;2015-03-11;2015-03-12;2015-03-27;2015-03-31;2015-04-10;2015-06-17,2015-08-19
1832279919,2,2014-11-13;2014-12-12,2014-12-08,2015-08-19
5489995289,2,2015-03-24;2015-04-09,2015-04-09,2015-08-19
1810034989,6,2015-05-29;2015-06-19;2015-06-27;2015-07-11;2015-07-27;2015-08-18,2015-06-19;2015-06-26;2015-07-09;2015-07-27;2015-08-17,2015-08-19
9588203897,4,2015-04-03;2015-04-10;2015-04-17;2015-04-27,2015-04-10;2015-04-17;2015-04-27,2015-08-19
7958178899,1,2014-11-28,,2015-08-19
3006045400,1,2015-06-13,,2015-08-19
4664935120,3,2015-07-14;2015-07-24;2015-08-01,2015-07-23;2015-08-01,2015-08-19
6527431008,2,2015-04-25;2015-05-13,2015-05-13;2015-07-19,2015-08-19
1628091660,2,2015-07-16;2015-08-12,2015-08-10,2015-08-19
8548843141,2,2014-04-11;2014-04-14,2014-04-10,2015-08-19
4368145247,1,2015-07-26,,2015-08-19
2772992716,1,2015-06-22,,2015-08-19
3962836465,5,2015-04-12;2015-05-01;2015-05-14;2015-06-03;2015-07-03,2015-04-30;2015-05-14;2015-06-03;2015-07-03,2015-08-19
5773051173,3,2015-06-10;2015-06-29;2015-07-24,2015-06-24;2015-07-12,2015-08-19
7555552124,5,2015-01-08;2015-01-30;2015-02-20;2015-03-12;2015-04-02,2015-01-28;2015-02-19;2015-03-12;2015-04-02,2015-08-19
1868497628,2,2014-11-12;2014-11-26,2014-11-25,2015-08-19
2623733104,10,2015-04-25;2015-05-05;2015-05-12;2015-05-20;2015-06-11;2015-06-24;2015-07-13;2015-07-27;2015-08-03;2015-08-18,2015-05-05;2015-05-11;2015-05-20;2015-06-10;2015-06-23;2015-07-13;2015-07-27;2015-08-03;2015-08-18,2015-08-19
2283557917,7,2014-05-02;2014-05-07;2014-05-16;2014-06-17;2014-07-09;2014-08-09;2014-09-25,2014-05-07;2014-05-16;2014-05-30;2014-07-05;2014-08-07;2014-09-25,2015-08-19
7357826278,4,2014-05-15;2014-06-08;2014-07-03;2014-07-25,2014-06-06;2014-07-02;2014-07-21,2015-08-19
9377789718,1,2014-11-28,,2015-08-19
9845828614,8,2015-06-11;2015-06-18;2015-06-25;2015-07-01;2015-07-02;2015-07-08;2015-07-20;2015-07-25,2015-06-18;2015-06-25;2015-06-29;2015-07-01;2015-07-08;2015-07-13;2015-07-24,2015-08-19
8707691098,1,2015-07-27,,2015-08-19
4883396224,2,2015-07-18;2015-08-15,2015-07-22,2015-08-19
5494601411,4,2015-05-29;2015-06-20;2015-07-07;2015-08-02,2015-06-12;2015-07-06;2015-07-28,2015-08-19
1107199557,6,2015-05-02;2015-05-27;2015-06-05;2015-06-20;2015-07-10;2015-08-09,2015-05-26;2015-06-03;2015-06-20;2015-07-09;2015-08-02,2015-08-19
5413136059,3,2015-07-16;2015-07-22;2015-07-30,2015-07-22;2015-07-30,2015-08-19
1557058434,8,2015-03-03;2015-03-19;2015-03-30;2015-04-08;2015-04-30;2015-05-21;2015-06-06;2015-07-03,2015-03-18;2015-03-29;2015-04-08;2015-04-29;2015-05-21;2015-06-05;2015-07-02,2015-08-19
6171176971,2,2015-07-27;2015-08-12,2015-08-09,2015-08-19
6754950264,4,2014-12-16;2015-01-05;2015-02-10;2015-03-20,2014-12-23;2015-01-28;2015-03-08;2015-04-06,2015-08-19
2201817874,2,2015-05-11;2015-06-23,2015-06-06,2015-08-19
9236601044,1,2014-08-02,,2015-08-19
7336338975,9,2015-05-30;2015-06-05;2015-06-11;2015-06-17;2015-07-03;2015-07-10;2015-07-23;2015-08-04;2015-08-19,2015-06-05;2015-06-11;2015-06-16;2015-07-03;2015-07-10;2015-08-04;2015-08-19,2015-08-19
6964827365,2,2015-03-27;2015-04-01,2015-04-01,2015-08-19
5916800459,1,2014-10-06,,2015-08-19
4042481303,1,2014-08-02,,2015-08-19
3995102460,2,2014-06-13;2014-07-04,2014-07-04,2015-08-19
6504272298,4,2015-07-28;2015-08-06;2015-08-13;2015-08-13,2015-08-05;2015-08-13;2015-08-13,2015-08-19
